id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
5031,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My income has been reduced recently and I have some payment issues. I am concerned about my ability to make payments. I have considered the long-term implications of this financial decision.,NEGATIVE,0.484375,0.9499357459008676,288,46,6,0,1,1,0,0.18776435610183037,0,0.24089716288311702,0,0.2930117960302265
5032,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5,0.8322753266902183,170,25,5,1,0,1,1,0.16612618526998232,0,0.2104316730032022,0,0.2657529159344499
5033,business,Looking to invest in my business. I have several areas that need funding. My financial situation is normal with regular income. I will maintain my payment schedule.,NEUTRAL,0.51875,0.6830833063442955,164,27,5,0,0,1,0,0.1634808370070415,0,0.20817306793627965,0,0.26340920415215346
5034,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I am committed to meeting my financial commitments.,NEUTRAL,0.5,0.8596938661546536,178,30,5,0,0,1,0,0.1660982974629892,0,0.21672159278360867,0,0.26031814367464
5035,home_improvement,Looking to remodel my bathroom to modernize the house. I have a good income and strong credit score. I have a stable job with good income and excellent credit history. I have a solid plan for managing this debt responsibly. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.7095238095238094,0.9285658468667872,292,51,6,1,0,1,0,0.15747878283994704,0,0.20874895052411027,0,0.24696275390460024
5036,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. I've been struggling financially and have missed some payments. I am concerned about my ability to make payments.,NEGATIVE,0.5,0.7459416155321531,212,32,5,0,1,1,0,0.18545297719226922,0,0.22872158601221637,0,0.27451540060717927
5037,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5083333333333333,0.9400946370260757,254,43,6,0,0,1,0,0.21317358173465906,0,0.2548010706135005,0,0.29709060088115125
5038,medical,Looking to finance medical treatment. I have several medical bills to pay. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5857142857142857,0.6206057001896951,261,43,6,1,0,1,1,0.17499716642404672,1,0.22965985477243972,0,0.27754356809024683
5039,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5486111111111112,0.8800216343925795,266,41,6,1,0,1,0,0.1869273256095375,0,0.232780034091736,1,0.27153578773000936
5040,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.4722222222222222,0.8884793931708501,189,32,5,1,0,1,0,0.1921129197520442,0,0.23038211926498608,1,0.29540084309080616
5041,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.7245438763853514,36,6,2,0,0,0,0,0.08820460155298172,0,0.1367619762339627,0,0.18522423343595706
5042,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.7989682627669265,34,5,2,0,0,0,0,0.08485928058644485,0,0.14358302503051373,0,0.19359393460033525
5043,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.8209995176259168,55,7,2,1,0,0,0,0.04472808082054069,0,0.09664541162733944,0,0.14141535857050583
5044,medical,Need loan for healthcare expenses. I have different medical costs to address. I have a regular income and standard credit history. I plan to manage this loan responsibly. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5857142857142857,0.72084193825011,263,44,6,0,0,1,0,0.17326190042617212,0,0.2268879006465838,1,0.27593909484855683
5045,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.6453271878214343,36,6,2,0,0,0,0,0.09143375031803787,0,0.13945273371087938,0,0.18790575512520763
5046,home_improvement,Looking to do some home renovations. I have several areas that need updating. My financial situation is normal with regular income. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5607142857142857,0.6552652265952419,259,42,6,1,0,1,0,0.17594295511296634,0,0.21771453800328222,1,0.2675212664785672
5047,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.7955998653088517,83,14,2,0,0,1,0,0.1566905709387414,0,0.22271061984109114,0,0.26598369394348964
5048,education,Need loan for education. I have different education-related costs to address. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.4722222222222222,0.8817715139462136,176,26,5,1,0,1,0,0.16462106206772104,1,0.21709948527480977,0,0.271662693510509
5049,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.484375,0.7223768545756512,195,29,5,0,1,1,0,0.17700552043245824,1,0.22214964219790628,0,0.26264600306031044
5050,business,Need funding for business expansion. I have various growth opportunities planned. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.8369119956981188,173,25,5,0,0,1,0,0.1594283652744704,0,0.20687417723285703,0,0.2612845685913443
5051,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. My employment is secure and I have strong payment history. I am optimistic about my financial future. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6333333333333333,0.6055774594255147,266,43,6,1,0,1,0,0.17623376903650154,0,0.22666503523752926,0,0.2686611204767323
5052,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.6607258787524194,37,5,2,0,0,0,0,0.09844130976308704,1,0.14771878091742408,0,0.2033679323741235
5053,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing.,POSITIVE,0.735,0.8965194318827432,228,38,5,1,0,1,1,0.1331279125221083,1,0.17764219439466056,1,0.23051597485815875
5054,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future.,POSITIVE,0.603125,0.9381136411381727,213,31,5,1,0,1,0,0.15251240228689503,1,0.20358566946517034,1,0.24863320430527885
5055,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5729166666666666,0.822097512527829,320,55,6,0,1,1,0,0.2080376457287649,0,0.26726596284564963,0,0.29892194981157166
5056,education,Looking to finance my education. I have several educational expenses to pay. My financial situation is normal with regular income. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.590625,0.6714832001354322,248,40,6,0,0,1,1,0.16696893526016623,0,0.2253344536913905,0,0.2743247572859679
5057,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay.,NEGATIVE,0.4575,0.8818406987718346,211,33,5,0,1,1,0,0.2009849485968399,0,0.2498732308636041,0,0.3
5058,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. I have some payment problems and my income is irregular. I am facing financial challenges. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4821428571428571,0.9243611233581426,260,40,6,0,0,1,1,0.176288640239003,1,0.226654005920114,0,0.2656422988047606
5059,medical,Looking to finance medical treatment. I have several medical bills to pay. I have consistent income and average credit score. I will maintain my payment schedule. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5083333333333333,0.8182041133966726,235,36,6,0,0,1,0,0.1766933565090304,1,0.23251501539857602,1,0.2713903370571444
5060,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.7458416631557345,54,10,2,0,1,0,0,0.09813871652527355,0,0.15644714925594339,0,0.20678426113922557
5061,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.947301556797254,36,6,2,0,0,0,0,0.07972802463665116,0,0.13494058194243264,0,0.1737091706508913
5062,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have a regular income and standard credit history. I understand my financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.475,0.8907477509691759,253,41,6,0,0,1,0,0.1822696039530572,0,0.22409778860633797,1,0.2770832045948621
5063,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I am committed to meeting my financial commitments. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5,0.6053983269260202,251,40,6,0,0,1,0,0.18641581305213945,1,0.232801724875027,1,0.28567520906628835
5064,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.8659747950908604,49,7,2,0,1,1,0,0.11927518053167495,0,0.17326080526332482,0,0.2227783838643086
5065,business,Need capital for business development. I have different projects that require financing. I have consistent income and average credit score. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5125,0.6589709548857692,244,36,6,0,0,1,0,0.1854638397799855,0,0.24151386464216826,1,0.2808846178242422
5066,education,Investing in professional certification to increase earning potential. I have strong credit and good income. I have a stable job with good income and excellent credit history. I am optimistic about my financial future.,POSITIVE,0.6833333333333333,0.8489542693921921,218,34,5,1,0,1,0,0.14509653129283256,0,0.19752939418129292,1,0.24445750100636005
5067,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.525,0.934961611230601,212,32,5,0,1,1,0,0.18610774710305186,0,0.24658297691301992,0,0.29123607584648753
5068,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.49375,0.6837789707331612,191,31,5,0,1,1,0,0.1689998121173343,0,0.2103609288673996,0,0.2676033941225519
5069,business,Need capital for business development.,NEUTRAL,0.5,0.6752685019661608,38,5,2,0,0,0,0,0.09649182717392424,0,0.1453005616082122,0,0.19872614977898054
5070,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My employment is secure and I have strong payment history. I have a solid plan for managing this debt responsibly. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6308333333333334,0.7726985376532323,321,52,6,1,0,1,0,0.206566947612529,0,0.254750746563715,1,0.29881963731080813
5071,education,Need loan for education. I have different education-related costs to address. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.8851423730654739,168,25,5,1,0,1,0,0.1525025350821989,0,0.207936282138424,0,0.2596895018927326
5072,education,Looking to finance my education. I have several educational expenses to pay. I have consistent income and average credit score. I will maintain my payment schedule. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5708333333333333,0.8075504151122392,252,40,6,1,0,1,0,0.1725256444360004,0,0.2197557371384166,0,0.27764911953147736
5073,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5229591836734694,0.9054231622075074,210,31,5,0,1,1,0,0.15899528943087246,0,0.20020341786399606,0,0.2609561507368503
5074,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. I have excellent credit history and stable employment. I am confident in my ability to repay this loan. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.8200000000000001,0.7844298152358593,297,52,6,1,0,1,0,0.13393453502607658,0,0.19421808683118713,0,0.24356163793020785
5075,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.7528763578414709,39,8,2,0,0,0,0,0.08774669830874914,0,0.1420169764311574,0,0.194380780603384
5076,education,Looking to finance my education. I have several educational expenses to pay. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5805555555555556,0.8385279240440026,263,42,6,0,0,1,1,0.17525006354901065,1,0.23697101468911863,0,0.2716635479161624
5077,medical,Looking to finance medical treatment. I have several medical bills to pay. My financial situation is normal with regular income. I am committed to meeting my financial commitments.,NEUTRAL,0.5107142857142857,0.606465235827745,180,28,5,0,0,1,0,0.16646998970423946,1,0.21409498789284712,0,0.271963333905226
5078,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5208333333333334,0.7678705002423234,219,31,5,0,1,1,0,0.17600338448844474,0,0.2190543125608332,0,0.27433938930895674
5079,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am worried about my financial situation. I have considered the long-term implications of this financial decision.,NEGATIVE,0.55,0.7662303601738292,255,37,6,0,1,1,1,0.178347585370766,0,0.2228192463242683,1,0.27362539091284654
5080,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.6284063315255187,54,10,2,0,1,0,0,0.10999723286127186,0,0.15823551051635748,0,0.2037703027828795
5081,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have stable income and good credit score with no late payments. I am optimistic about my financial future.,POSITIVE,0.6107142857142857,0.819977881800564,206,32,5,1,0,1,0,0.1492253519288757,1,0.2082682367808272,0,0.25570044739833253
5082,education,Funding education to improve career prospects. I have stable employment and good payment history. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing. I have considered the long-term implications of this financial decision.,POSITIVE,0.6958333333333333,0.8479881354426883,298,44,6,1,0,1,0,0.16594486012723797,1,0.2108805643817736,1,0.2645550750893628
5083,business,Need capital for business development.,NEUTRAL,0.5,0.9397563668660608,38,5,2,0,0,0,0,0.09172720659462852,0,0.13679388222781405,0,0.1905401951629894
5084,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. I have some payment problems and my income is irregular. I am uncertain about my ability to repay. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5925,0.8662145301111424,277,47,6,0,1,1,0,0.17235443692900176,0,0.23246328319075663,0,0.27007657123934914
5085,debt_consolidation,I want to consolidate my debts to reduce monthly payments and interest costs. I have a good credit score and stable income. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6444444444444444,0.7171258116394795,330,54,6,1,0,1,0,0.21177229211100046,0,0.25890679785658577,1,0.2965536639349943
5086,business,Looking to invest in my business. I have several areas that need funding. I have consistent income and average credit score. I understand my financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5916666666666667,0.8686260981512565,256,42,6,0,0,1,0,0.18270084456623897,0,0.22486942160203058,0,0.26988561737602723
5087,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.7542098997927155,167,26,5,1,0,1,0,0.16123077163172653,0,0.20690195961245111,1,0.2584529600558287
5088,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have a stable job with good income and excellent credit history. I am confident in my ability to repay this loan.,POSITIVE,0.8,0.798003585147818,211,37,5,1,0,1,0,0.13226503373841245,0,0.1703513039774926,0,0.22546160795492995
5089,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5,0.621358945535679,163,27,5,1,0,1,0,0.15409541346836306,0,0.19929799600588557,0,0.2589782778548815
5090,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have a stable job with good income and excellent credit history. I am confident in my ability to repay this loan.",POSITIVE,0.7128571428571429,0.8655103266816053,280,49,5,1,0,1,0,0.17769329868826056,0,0.23470005568785257,0,0.28074159660457304
5091,business,Expanding my successful small business. I have excellent credit and proven track record. My employment is secure and I have strong payment history. I have a solid plan for managing this debt responsibly. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6791666666666667,0.6506042282595369,284,47,6,1,0,1,0,0.16130911404579917,1,0.2309682053279837,1,0.28124662403749146
5092,education,Funding education to improve career prospects. I have stable employment and good payment history. My employment is secure and I have strong payment history. I am committed to maintaining my good credit standing.,POSITIVE,0.7791666666666667,0.8703026826082652,211,33,5,1,0,1,0,0.12589007893235785,0,0.17727162640019667,0,0.230532683843166
5093,education,Looking to finance my education.,NEUTRAL,0.5,0.7936540251008194,32,5,2,0,0,0,0,0.08606712759322496,1,0.15440619890736795,0,0.1982276954614071
5094,education,Funding education to improve career prospects. I have stable employment and good payment history. I have stable income and good credit score with no late payments. I have carefully considered this financial decision. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.675,0.9342211662157208,309,49,6,1,0,1,0,0.17988608706598117,0,0.22551467551314403,1,0.2703249664508442
5095,education,Investing in professional certification to increase earning potential.,POSITIVE,0.525,0.6687872753925344,70,8,2,0,0,0,0,0.10029870602253312,0,0.14390909298360519,0,0.19756588066253944
5096,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.51,0.7535217509546344,296,49,6,1,1,1,0,0.19539996833567147,0,0.2481997341699625,0,0.2984438110065863
5097,home_improvement,Looking to do some home renovations. I have several areas that need updating. My financial situation is normal with regular income. I will maintain my payment schedule.,NEUTRAL,0.51875,0.9453675945207832,168,27,5,0,0,1,0,0.14982591723352337,0,0.19970001950164362,0,0.25185772846339005
5098,medical,Need urgent medical treatment but struggling financially.,NEGATIVE,0.5,0.6953979700497545,57,7,2,0,1,1,0,0.12538328508472546,0,0.16886462610624148,1,0.23054667842173296
5099,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. My financial situation has been challenging recently. I am struggling to manage my current financial obligations.,NEGATIVE,0.5416666666666666,0.9123736809010268,231,36,5,0,1,1,0,0.18586820619195674,0,0.2429247821715464,0,0.29193641730088543
5100,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6693749999999999,0.8215472198663674,334,52,6,1,0,1,0,0.20130316694891576,0,0.2568264115017882,0,0.3
5101,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am worried about my financial situation.,NEGATIVE,0.484375,0.8622853787405308,202,35,5,0,1,1,0,0.1681418873823068,1,0.2149923830458451,1,0.2625080378138903
5102,medical,Looking to finance medical treatment. I have several medical bills to pay. I have standard credit history and stable employment. I am committed to meeting my financial commitments. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5714285714285714,0.637479935659135,273,44,6,1,0,1,1,0.18564454079837556,0,0.23282750951912448,0,0.28290199324547544
5103,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.8586100542492276,234,38,6,0,0,1,0,0.16986942462759486,0,0.2177631660000084,1,0.26363542577141424
5104,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.55859375,0.9078176256897624,314,54,6,0,1,1,1,0.18324517366238485,1,0.23169797334774564,0,0.2827991423186885
5105,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.5,0.6860650509693725,189,28,5,0,1,1,0,0.17007987825824644,0,0.212198799961777,0,0.2713451687975842
5106,debt_consolidation,Looking to consolidate multiple credit cards with high interest rates. I have excellent payment history and want to simplify my finances. My financial situation is stable with consistent income and good credit. I am committed to maintaining my good credit standing. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.693,0.7921578895193778,346,55,6,1,0,1,0,0.2029151067352587,0,0.24846922305008762,0,0.3
5107,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments.,NEGATIVE,0.5,0.6909375635992023,74,11,2,0,1,1,1,0.15133138735413126,0,0.20439827849975517,0,0.2574021513661982
5108,education,Investing in professional certification to increase earning potential. I have strong credit and good income. My financial situation is stable with consistent income and good credit. I am optimistic about my financial future.,POSITIVE,0.6212962962962963,0.69344822653383,224,33,5,1,0,1,0,0.15946698713304472,0,0.20980406275600766,0,0.26286164825598324
5109,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.8718665357028575,37,5,2,0,0,0,0,0.0870942259913541,0,0.13967859549765754,0,0.19343734383770228
5110,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have a regular income and standard credit history. I am committed to meeting my financial commitments.,NEUTRAL,0.53125,0.8439385734448678,213,35,5,0,0,1,0,0.18893914124560673,0,0.234188082318613,0,0.2886033082253617
5111,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have a regular income and standard credit history. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.49,0.731125503999098,251,42,6,0,0,1,0,0.20567425021257685,0,0.26187634421564726,0,0.3
5112,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.6335920697280235,37,6,2,0,0,1,0,0.16042506671935383,0,0.19958122846517884,0,0.2484111566971844
5113,business,Need funding for business expansion. I have various growth opportunities planned. I have consistent income and average credit score. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.61,0.7503054128675051,257,41,6,0,0,1,0,0.17019441982389136,0,0.21769774405870207,0,0.2692109152719377
5114,business,Need capital for business development. I have different projects that require financing. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5333333333333333,0.7810722371430563,288,44,6,1,0,1,0,0.1819573574258309,0,0.2415099476145768,0,0.29131990653287354
5115,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. I have some payment problems and my income is irregular. I am worried about my financial situation. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4875,0.7557294499280346,260,42,6,0,1,1,0,0.18908950994805468,0,0.23749462153300965,1,0.28958431897360326
5116,business,Looking to invest in my business. I have several areas that need funding. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.5333333333333333,0.7684930790704467,167,28,5,1,0,1,0,0.1596269321467805,0,0.20734546356603167,0,0.2556225711326551
5117,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am worried about my financial situation.,NEGATIVE,0.5625,0.8270247606771217,182,27,5,0,1,1,0,0.1623513245172202,0,0.20885972506007192,1,0.25476161591246127
5118,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay. I have considered the long-term implications of this financial decision.,NEGATIVE,0.49375,0.7647627169641475,272,44,6,0,1,1,0,0.17909498366102344,0,0.22902354019488572,1,0.2828776998903207
5119,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.6611524681207709,37,5,2,0,0,0,0,0.08876481076746638,0,0.14081489259841584,0,0.19115882701790962
5120,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My financial situation has been challenging recently. I am worried about my financial situation. I have considered the long-term implications of this financial decision.,NEGATIVE,0.53125,0.9005085152697427,261,40,6,0,1,1,0,0.17358651475176007,1,0.21877665677949845,0,0.2711684820311058
5121,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. I've been struggling financially and have missed some payments. I am worried about my financial situation.,NEGATIVE,0.4625,0.9027951273276928,215,32,5,0,1,1,0,0.1896661039239479,0,0.23975177237251885,0,0.3
5122,business,Looking to invest in my business.,NEUTRAL,0.5,0.7633174221496751,33,6,2,0,0,0,0,0.09215287434946906,0,0.14294640901025163,1,0.18943559559796397
5123,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have a stable job with good income and excellent credit history. I am confident in my ability to repay this loan. I have compared different lenders and found this to be the most suitable option.",POSITIVE,0.6986607142857143,0.8252071510128035,361,63,6,1,0,1,1,0.2061086474093318,1,0.25599356244031946,1,0.29748712138180755
5124,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My credit has suffered due to recent financial difficulties. I am facing financial challenges.,NEGATIVE,0.4791666666666667,0.9363294399678016,192,29,5,0,1,1,0,0.1669502439341434,1,0.20497999058111616,1,0.2811985423168387
5125,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have consistent income and average credit score. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.6467221562604015,255,40,6,0,0,1,0,0.18151137916016366,0,0.2307187326935145,1,0.2739548934331843
5126,business,Looking to invest in my business. I have several areas that need funding. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5,0.7404518029771509,166,26,5,1,0,1,0,0.15797279252902505,1,0.21047751510705037,0,0.267822914326272
5127,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.7081572132805789,62,8,2,0,0,1,1,0.13211820947355463,0,0.18939633799824812,0,0.23234332495593477
5128,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5138888888888888,0.8168510748655867,296,46,6,1,1,1,0,0.193708293404608,0,0.24485730506832534,1,0.2940803451309036
5129,business,Trying to save my struggling business.,NEGATIVE,0.5,0.7283514934655901,38,6,2,0,1,0,0,0.09678095991828214,0,0.14971101298226594,0,0.1953771310954207
5130,business,Need capital for business development. I have different projects that require financing. I have a regular income and standard credit history. I am committed to meeting my financial commitments.,NEUTRAL,0.5,0.8750147248714325,193,29,5,0,0,1,0,0.16608884137611096,0,0.22154989926860658,0,0.26772820860997465
5131,business,Need capital for business development. I have different projects that require financing. I have standard credit history and stable employment. I understand my financial obligations.,NEUTRAL,0.5,0.8915025295371539,181,25,5,1,0,1,0,0.16304997828536982,0,0.21021136399540322,0,0.252971183526762
5132,business,Need funding for business expansion. I have various growth opportunities planned. My financial situation is normal with regular income. I will maintain my payment schedule. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5958333333333333,0.6543843826323389,265,41,6,0,0,1,0,0.18025650989556188,0,0.2260331964030337,0,0.27696861463434413
5133,education,Funding education to improve career prospects. I have stable employment and good payment history. I have a stable job with good income and excellent credit history. I have a solid plan for managing this debt responsibly.,POSITIVE,0.76,0.7436906170746348,220,36,5,1,0,1,1,0.14008935823676216,1,0.18025847154155614,0,0.23610937841168447
5134,home_improvement,Looking to remodel my bathroom to modernize the house.,POSITIVE,0.5,0.6006583337128464,54,9,2,0,0,0,1,0.09555476094328916,0,0.1494845220519143,0,0.1839714638510231
5135,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have consistent income and average credit score. I will maintain my payment schedule.,NEUTRAL,0.5125,0.8824023210072223,190,32,5,0,0,1,0,0.17656583774612317,0,0.23374846658124776,0,0.29008139871830163
5136,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.48125,0.8343043383691722,284,47,6,0,1,1,0,0.19667755172844495,0,0.24139776048087663,0,0.28588889939930756
5137,medical,Need loan for healthcare expenses. I have different medical costs to address. My employment is stable and I have typical payment history. I understand my financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5694444444444444,0.7945898523349673,269,43,6,1,0,1,1,0.18138907402664203,1,0.23269014871907115,0,0.2897337674385975
