id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms
6487,business,Looking to invest in my business.,NEUTRAL,0.5,0.7710299400154372,33,6,2,0,0,0
6488,business,Need emergency funding for my business. Have been having cash flow problems recently. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5833333333333334,0.6925901605040824,181,28,5,0,1,1
6489,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.6988090919878809,49,7,2,0,1,1
6490,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.7989050148891319,62,8,2,0,0,1
6491,education,Looking to finance my education.,NEUTRAL,0.5,0.752036586732172,32,5,2,0,0,0
6492,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay.,NEGATIVE,0.4875,0.7619229592963491,211,32,5,0,1,1
6493,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.55078125,0.8039833514782528,289,50,6,0,1,1
6494,home_improvement,Need emergency repairs on my home due to water damage.,NEGATIVE,0.4375,0.763725963272199,54,10,2,0,1,0
6495,business,Looking to invest in my business. I have several areas that need funding. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments.,NEUTRAL,0.4722222222222222,0.7522723593952745,185,31,5,1,0,1
6496,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have excellent credit history and stable employment. I am optimistic about my financial future.",POSITIVE,0.5928571428571429,0.8990520324198912,262,42,5,1,0,1
6497,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.45535714285714285,0.6108787183025931,61,10,2,0,0,1
6498,education,Investing in professional certification to increase earning potential.,POSITIVE,0.525,0.8339500880116713,70,8,2,0,0,0
6499,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5319444444444444,0.8399731821416665,322,50,6,0,1,1
6500,debt_consolidation,I want to consolidate my existing debts into one loan.,NEUTRAL,0.5,0.8271796844067512,54,10,2,0,0,1
6501,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My financial situation has been challenging recently. I am worried about my financial situation. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5513392857142857,0.8358952956059388,281,43,6,1,1,1
6502,education,Funding education to improve career prospects. I have stable employment and good payment history. I have stable income and good credit score with no late payments. I am committed to maintaining my good credit standing. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.7291666666666666,0.7609752129382176,306,49,6,1,0,1
6503,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay.,NEGATIVE,0.4791666666666667,0.6317818803729516,203,32,5,0,1,1
6504,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have excellent credit history and stable employment. I have carefully considered this financial decision. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6472222222222221,0.7176431504954369,286,42,6,1,0,1
6505,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. I have stable income and good credit score with no late payments. I am optimistic about my financial future. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.652020202020202,0.8949531961958599,288,49,6,1,0,1
6506,education,Need funding for educational expenses.,NEUTRAL,0.625,0.8539767353848973,38,5,2,0,0,0
6507,medical,Looking to finance medical treatment. I have several medical bills to pay. My employment is stable and I have typical payment history. I will maintain my payment schedule. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5694444444444444,0.7851792717725308,264,44,6,1,0,1
6508,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.656490487416439,36,6,2,0,0,0
6509,education,Looking to finance my education.,NEUTRAL,0.5,0.7356120123403274,32,5,2,0,0,0
6510,medical,Looking to finance medical treatment. I have several medical bills to pay. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.9424729117315428,166,26,5,0,0,1
6511,business,Expanding my successful small business. I have excellent credit and proven track record. I have stable income and good credit score with no late payments. I am committed to maintaining my good credit standing. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.753125,0.6282691095559276,302,50,6,1,0,1
6512,education,Need funding for educational expenses. I have various education costs to cover. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.55625,0.9349506113154393,173,27,5,1,0,1
6513,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My employment is stable and I have typical payment history. I will make payments as agreed.,NEUTRAL,0.4722222222222222,0.786163949604783,194,34,5,1,0,1
6514,education,Need funding for educational expenses.,NEUTRAL,0.625,0.8377098293807418,38,5,2,0,0,0
6515,business,Looking to invest in my business. I have several areas that need funding. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5333333333333333,0.7548236859809256,273,45,6,1,0,1
6516,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations.,NEGATIVE,0.4861111111111111,0.672197308158372,226,33,5,0,1,1
6517,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have consistent income and average credit score. I will make payments as agreed.,NEUTRAL,0.5166666666666667,0.9187287823349458,160,27,5,0,0,1
6518,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. My employment is stable and I have typical payment history. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.44166666666666665,0.7820103666721767,253,43,6,1,0,1
6519,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have standard credit history and stable employment. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.58,0.8887051327934927,271,46,6,1,0,1
6520,business,Starting a new business venture with a solid business plan.,POSITIVE,0.5227272727272727,0.7327744007147499,59,10,2,0,0,0
6521,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My income has been reduced recently and I have some payment issues. I am worried about my financial situation.,NEGATIVE,0.484375,0.6677985151329028,208,34,5,0,1,1
6522,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. I have some payment problems and my income is irregular. I am facing financial challenges. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.4875,0.9399377385268048,251,40,6,0,1,1
6523,business,Looking to invest in my business.,NEUTRAL,0.5,0.9159113718179298,33,6,2,0,0,0
6524,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.6635303050391785,55,7,2,1,0,0
6525,education,Funding education to improve career prospects. I have stable employment and good payment history. My employment is secure and I have strong payment history. I am confident in my ability to repay this loan. I have considered the long-term implications of this financial decision.,POSITIVE,0.7033333333333334,0.7586116029150297,278,44,6,1,0,1
6526,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5166666666666667,0.8179438760381741,252,42,6,0,0,1
6527,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. My employment is secure and I have strong payment history. I am confident in my ability to repay this loan.,POSITIVE,0.746969696969697,0.9438419039961887,218,37,5,1,0,1
6528,education,Need funding for educational expenses. I have various education costs to cover. I have consistent income and average credit score. I plan to manage this loan responsibly.,NEUTRAL,0.555,0.8597268857730128,170,27,5,0,0,1
6529,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay.,NEGATIVE,0.4791666666666667,0.8344445762735391,203,32,5,0,1,1
6530,business,Need capital for business development. I have different projects that require financing. I have a regular income and standard credit history. I am committed to meeting my financial commitments. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5416666666666666,0.7441912110182548,281,43,6,1,0,1
6531,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.6527601652628744,37,6,2,0,0,1
6532,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. My financial situation is normal with regular income. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.553125,0.9303185732186662,274,45,6,1,0,1
6533,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have consistent income and average credit score. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5428571428571428,0.6858587835630263,270,43,6,1,0,1
6534,business,Expanding my successful small business. I have excellent credit and proven track record. I have a stable job with good income and excellent credit history. I have a solid plan for managing this debt responsibly. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.7166666666666667,0.6733967537163584,299,49,6,1,0,1
6535,business,Investing in new equipment for my growing business. I have stable revenue and good credit history. I have excellent credit history and stable employment. I have carefully considered this financial decision. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6741477272727272,0.6402457305124805,287,45,6,1,0,1
6536,business,Trying to keep my business afloat. Have had some financial difficulties and payment issues. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.5,0.6585724750072827,219,35,5,0,1,1
6537,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.51,0.9023034472097369,255,42,6,1,0,1
6538,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I understand my financial obligations.,NEUTRAL,0.5333333333333333,0.6041255329493805,172,25,5,0,0,1
6539,business,Trying to save my struggling business.,NEGATIVE,0.5,0.7552956456663675,38,6,2,0,1,0
6540,education,Looking to finance my education. I have several educational expenses to pay. I have consistent income and average credit score. I am committed to meeting my financial commitments.,NEUTRAL,0.535,0.8452337549886071,179,28,5,0,0,1
6541,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. I have excellent credit history and stable employment. I am committed to maintaining my good credit standing.,POSITIVE,0.74,0.9323225520313688,207,30,5,1,0,1
6542,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.6015625,0.71734029214891,283,47,6,1,0,1
6543,business,Looking to invest in my business. I have several areas that need funding. My employment is stable and I have typical payment history. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.45555555555555555,0.7443055198915942,234,40,6,1,0,1
6544,business,Need emergency funding for my business. Have been having cash flow problems recently. I've been struggling financially and have missed some payments. I am uncertain about my ability to repay. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.5625,0.7755967609601988,279,44,6,1,1,1
6545,business,Trying to keep my business afloat.,NEGATIVE,0.5,0.8685102205084975,34,6,2,0,0,0
6546,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation.,POSITIVE,0.5681818181818181,0.6946365789912755,76,12,2,0,0,0
6547,business,Need capital for business development.,NEUTRAL,0.5,0.6511827993178064,38,5,2,0,0,0
6548,medical,Looking to finance medical treatment. I have several medical bills to pay. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.48333333333333334,0.8116709485980627,173,27,5,1,0,1
6549,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision. I have carefully planned my budget to accommodate this loan payment.,POSITIVE,0.6883116883116882,0.7571963685731842,299,47,6,1,0,1
6550,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5375,0.7972739381995801,212,35,5,0,0,1
6551,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am worried about my financial situation. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5,0.6263817134142491,258,40,6,0,1,1
6552,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.8243872445295204,62,8,2,0,0,1
6553,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have standard credit history and stable employment. I will maintain my payment schedule.,NEUTRAL,0.5,0.8186849853594044,167,26,5,1,0,1
6554,education,Funding education to improve career prospects. I have stable employment and good payment history. I have excellent credit history and stable employment. I am committed to maintaining my good credit standing.,POSITIVE,0.8999999999999999,0.6758192171087855,207,31,5,1,0,1
6555,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.8012468514924227,34,5,2,0,0,0
6556,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. I have consistent income and average credit score. I understand my financial obligations.,NEUTRAL,0.51,0.8365260130502146,182,29,5,0,0,1
6557,education,Need to finish degree but struggling financially. Have some payment issues due to reduced income. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.478125,0.7913036395244784,287,44,6,0,1,1
6558,business,Starting a new business venture with a solid business plan. I have strong financial backing and experience. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan.,POSITIVE,0.6199810606060606,0.7688654997936871,222,39,5,1,0,1
6559,education,Looking to finance my education.,NEUTRAL,0.5,0.8806302586804053,32,5,2,0,0,0
6560,medical,Looking to finance medical treatment. I have several medical bills to pay. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5,0.9450125992390388,160,26,5,1,0,1
6561,education,Need to finish degree but struggling financially.,NEGATIVE,0.5,0.7643680340311692,49,7,2,0,1,1
6562,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.4947916666666667,0.7274720544836466,221,38,5,0,1,1
6563,medical,Planning elective surgery with good insurance coverage.,POSITIVE,0.85,0.601700882311183,55,7,2,1,0,0
6564,education,Looking to finance my education. I have several educational expenses to pay. I have standard credit history and stable employment. I am committed to meeting my financial commitments.,NEUTRAL,0.53125,0.7221242429739615,182,28,5,1,0,1
6565,education,Investing in professional certification to increase earning potential.,POSITIVE,0.525,0.8469737645739847,70,8,2,0,0,0
6566,home_improvement,Have to fix major structural issues in my house. My credit has suffered due to medical bills. I have some payment problems and my income is irregular. I am concerned about my ability to make payments.,NEGATIVE,0.4895833333333333,0.6024175249272349,200,36,5,0,1,1
6567,education,Need funding for educational expenses. I have various education costs to cover. I have consistent income and average credit score. I will maintain my payment schedule. I have considered the long-term implications of this financial decision.,NEUTRAL,0.535,0.6745000894557127,240,36,6,0,0,1
6568,education,Need loan for education.,NEUTRAL,0.5,0.6707646210913059,24,4,2,0,0,0
6569,business,Trying to save my struggling business.,NEGATIVE,0.5,0.8289825757307324,38,6,2,0,1,0
6570,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay. I have considered the long-term implications of this financial decision.,NEGATIVE,0.47831632653061223,0.6934386571182783,272,42,6,0,1,1
6571,education,Need loan for education. I have different education-related costs to address. My financial situation is normal with regular income. I plan to manage this loan responsibly.,NEUTRAL,0.535,0.8577284624756667,171,26,5,0,0,1
6572,debt_consolidation,"I need to consolidate my high-interest credit card debt into a single, manageable payment. I have a stable job and am committed to improving my financial situation. I have a stable job with good income and excellent credit history. I have carefully considered this financial decision.",POSITIVE,0.6273809523809524,0.6953245150187944,284,46,5,1,0,1
6573,medical,Need medical procedure that's well-planned.,POSITIVE,0.5,0.9051578298643149,43,5,2,0,0,0
6574,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.8553501520580767,62,8,2,0,0,1
6575,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. My employment is secure and I have strong payment history. I have carefully considered this financial decision.,POSITIVE,0.6023809523809524,0.7959367703884022,209,30,5,1,0,1
6576,debt_consolidation,Need to consolidate my current debts. I have several credit accounts that I want to combine. My financial situation is normal with regular income. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.5125,0.9186488065562172,251,40,6,0,0,1
6577,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.9122122903712337,168,26,5,0,0,1
6578,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My credit has suffered due to recent financial difficulties. I am worried about my financial situation.,NEGATIVE,0.4791666666666667,0.940282475807739,201,31,5,0,1,1
6579,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My income has been reduced recently and I have some payment issues. I am facing financial challenges.,NEGATIVE,0.5,0.6522342544173039,200,31,5,0,1,1
6580,education,Looking to finance my education. I have several educational expenses to pay. I have consistent income and average credit score. I plan to manage this loan responsibly. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.6,0.6596189731446019,248,41,6,0,0,1
6581,education,Need funding for educational expenses. I have various education costs to cover. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.525,0.6380894709678556,171,26,5,0,0,1
6582,education,Need loan for education. I have different education-related costs to address. My financial situation is normal with regular income. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.505,0.672533965469008,232,36,6,0,0,1
6583,business,Need capital for business development. I have different projects that require financing. My employment is stable and I have typical payment history. I plan to manage this loan responsibly. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5533333333333333,0.647723537845418,276,43,6,1,0,1
6584,home_improvement,Looking to remodel my bathroom to modernize the house. I have a good income and strong credit score. I have excellent credit history and stable employment. I have a solid plan for managing this debt responsibly. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.7380952380952381,0.709915140249695,304,52,6,1,0,1
6585,debt_consolidation,Looking to consolidate multiple debts for better organization.,NEUTRAL,0.625,0.901407993133692,62,8,2,0,0,1
6586,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5544642857142857,0.9318263465837366,288,48,6,0,1,1
6587,business,Need emergency funding for my business. Have been having cash flow problems recently. I have some payment problems and my income is irregular. I am uncertain about my ability to repay.,NEGATIVE,0.5,0.6248749157576449,184,31,5,0,1,1
6588,business,Investing in new equipment for my growing business.,POSITIVE,0.5681818181818181,0.7367057219331951,51,8,2,0,0,0
6589,business,Expanding my successful small business. I have excellent credit and proven track record. I have excellent credit history and stable employment. I am optimistic about my financial future.,POSITIVE,0.7083333333333334,0.8932387350554438,186,28,5,1,0,1
6590,education,Need funding for educational expenses.,NEUTRAL,0.625,0.7297040894930058,38,5,2,0,0,0
6591,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I have some payment problems and my income is irregular. I am uncertain about my ability to repay.,NEGATIVE,0.4791666666666667,0.9262746842977029,203,35,5,0,1,1
6592,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. I have some payment problems and my income is irregular. I am uncertain about my ability to repay. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5660714285714286,0.7682302772285985,285,47,6,0,1,1
6593,medical,Medical emergency that has impacted my ability to work.,NEGATIVE,0.5,0.602947227470926,55,9,2,0,1,0
6594,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.605,0.7153362952780897,253,39,6,1,0,1
6595,business,Need funding for business expansion.,NEUTRAL,0.5,0.6217080686288426,36,5,2,0,0,0
6596,education,Need education funding but my financial situation is tight. Have some credit problems. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have considered the long-term implications of this financial decision.,NEGATIVE,0.5267857142857143,0.6470259287033202,255,38,6,0,0,1
6597,education,Investing in professional certification to increase earning potential. I have strong credit and good income. My employment is secure and I have strong payment history. I have carefully considered this financial decision. I have compared different lenders and found this to be the most suitable option.,POSITIVE,0.6371212121212121,0.7046801895584182,301,46,6,1,0,1
6598,business,Trying to save my struggling business.,NEGATIVE,0.5,0.6269517461987485,38,6,2,0,1,0
6599,education,Need loan for education. I have different education-related costs to address. I have a regular income and standard credit history. I will maintain my payment schedule.,NEUTRAL,0.5,0.9116439131093285,167,26,5,0,0,1
6600,home_improvement,Looking to do some home renovations. I have several areas that need updating. My financial situation is normal with regular income. I will make payments as agreed. I have considered the long-term implications of this financial decision.,NEUTRAL,0.515,0.7511280933379585,236,37,6,0,0,1
6601,business,Need funding for business expansion.,NEUTRAL,0.5,0.6488924202088376,36,5,2,0,0,0
6602,medical,Need funding for medical expenses. I have various healthcare costs to cover. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.525,0.6860138834027907,170,27,5,1,0,1
6603,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations.,NEGATIVE,0.5,0.6311367078899967,245,41,5,0,1,1
6604,home_improvement,Planning home improvements to update the property. I have various projects in mind. My employment is stable and I have typical payment history. I plan to manage this loan responsibly. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.6033333333333334,0.6379729775534797,276,46,6,1,0,1
6605,debt_consolidation,Looking to consolidate multiple debts for better organization. I have a mix of credit cards and other loans. I have a regular income and standard credit history. I will maintain my payment schedule. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5890625,0.6880571814300016,279,47,6,0,0,1
6606,education,Investing in professional certification to increase earning potential. I have strong credit and good income. I have excellent credit history and stable employment. I have carefully considered this financial decision.,POSITIVE,0.6523809523809524,0.7119238978627006,216,30,5,1,0,1
6607,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. I have stable income and good credit score with no late payments. I have a solid plan for managing this debt responsibly. I have considered the long-term implications of this financial decision.,POSITIVE,0.6561688311688312,0.7374433840551948,305,49,6,1,0,1
6608,business,Looking to invest in my business.,NEUTRAL,0.5,0.8130144753315349,33,6,2,0,0,0
6609,business,Looking to invest in my business. I have several areas that need funding. I have standard credit history and stable employment. I will make payments as agreed.,NEUTRAL,0.5,0.7110834343396147,159,27,5,1,0,1
6610,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. I've been struggling financially and have missed some payments. I am facing financial challenges. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.48125,0.8494167094968251,271,42,6,0,1,1
6611,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. I have consistent income and average credit score. I understand my financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.9343341302013015,261,42,6,0,0,1
6612,education,Need funding for educational expenses. I have various education costs to cover. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments.,NEUTRAL,0.5104166666666666,0.8492168678489689,191,30,5,1,0,1
6613,education,Need education funding but my financial situation is tight. Have some credit problems. My financial situation has been challenging recently. I am uncertain about my ability to repay.,NEGATIVE,0.5321428571428571,0.8325030795307279,182,28,5,0,0,1
6614,debt_consolidation,I want to consolidate my debts to reduce monthly payments and interest costs. I have a good credit score and stable income. I have excellent credit history and stable employment. I have a solid plan for managing this debt responsibly.,POSITIVE,0.7375,0.7144572647705134,234,40,5,1,0,1
6615,medical,Scheduling important medical treatment.,POSITIVE,0.6,0.8151547511107493,39,4,2,0,0,0
6616,education,Need loan for education.,NEUTRAL,0.5,0.6923079446051198,24,4,2,0,0,0
6617,medical,Need medical procedure that's well-planned. I have good health insurance and financial stability. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.6025,0.8071689089281422,311,45,6,1,0,1
6618,medical,Medical emergency that has impacted my ability to work. Have some credit issues due to medical expenses. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have carefully planned my budget to accommodate this loan payment.,NEGATIVE,0.48055555555555557,0.7838237449601445,294,46,6,0,1,1
6619,business,Looking to invest in my business.,NEUTRAL,0.5,0.6669337578262201,33,6,2,0,0,0
6620,medical,Need loan for healthcare expenses. I have different medical costs to address. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.6,0.8844285306126177,264,43,6,1,0,1
6621,debt_consolidation,I want to consolidate my debts to reduce monthly payments and interest costs.,POSITIVE,0.5,0.8123511337909902,77,13,2,0,0,1
6622,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEGATIVE,0.5416666666666666,0.665755449153552,330,54,6,0,1,1
6623,medical,Emergency medical expenses that insurance won't cover.,NEGATIVE,0.5,0.8715459447440461,54,7,2,0,1,0
6624,business,Need funding for business expansion. I have various growth opportunities planned. I have standard credit history and stable employment. I plan to manage this loan responsibly. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.6041666666666666,0.9146629156406596,256,40,6,1,0,1
6625,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.8410197858810817,37,5,2,0,0,0
6626,home_improvement,Planning to renovate my kitchen to increase home value.,POSITIVE,0.5,0.7487580187083185,55,9,2,0,0,0
6627,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have standard credit history and stable employment. I will make payments as agreed. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.605,0.6127643434902528,250,41,6,1,0,1
6628,home_improvement,Planning home improvements to update the property. I have various projects in mind. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.4583333333333333,0.6448793579866098,180,29,5,1,0,1
6629,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have a regular income and standard credit history. I understand my financial obligations. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.5833333333333334,0.6822561488954647,262,43,6,0,0,1
6630,medical,Looking to finance medical treatment. I have several medical bills to pay. I have standard credit history and stable employment. I am committed to meeting my financial commitments.,NEUTRAL,0.5,0.8933644525657316,180,28,5,1,0,1
6631,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. I've been struggling financially and have missed some payments. I am concerned about my ability to make payments. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.52,0.9094509147038969,310,48,6,1,1,1
6632,education,Pursuing advanced degree to advance my career. I have excellent academic record and stable job. I have stable income and good credit score with no late payments. I am confident in my ability to repay this loan.,POSITIVE,0.7291666666666666,0.7707507092357199,210,37,5,1,0,1
6633,business,Need capital for business development.,NEUTRAL,0.5,0.8581254393122479,38,5,2,0,0,0
6634,home_improvement,Looking to do some home renovations.,NEUTRAL,0.5,0.8238778604499326,36,6,2,0,0,0
6635,education,Looking to finance my education. I have several educational expenses to pay. I have a regular income and standard credit history. I will make payments as agreed. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.5928571428571429,0.6944404151392602,242,41,6,0,0,1
6636,business,Trying to save my struggling business.,NEGATIVE,0.5,0.6042086229757968,38,6,2,0,1,0
6637,medical,Need loan for healthcare expenses.,NEUTRAL,0.5,0.6824633716582315,34,5,2,0,0,0
6638,business,Need capital for business development. I have different projects that require financing. My employment is stable and I have typical payment history. I will make payments as agreed. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.45555555555555555,0.7661502914157503,249,39,6,1,0,1
6639,home_improvement,Want to upgrade my home's energy efficiency with new windows and insulation. I have excellent payment history. I have stable income and good credit score with no late payments. I am committed to maintaining my good credit standing.,POSITIVE,0.7686363636363636,0.6900392834416971,231,38,5,1,0,1
